,en-R2Tg_delta-FADD_RNA-Seq-rep1.HTSeq.out,en-R2Tg_delta-FADD_RNA-Seq-rep2.HTSeq.out,en-R2Tg_NC_RNA-Seq-rep1.HTSeq.out,en-R2Tg_NC_RNA-Seq-rep2.HTSeq.out,en-R2Tg_RNA-Seq-rep1.HTSeq.out,en-R2Tg_RNA-Seq-rep2.HTSeq.out
KRTAP10-11,0,0,0,2,0,0
KRTAP10-12,1,1,0,0,0,1
KRTAP10-2,3,1,1,1,4,1
KRTAP10-3,0,0,0,0,0,1
KRTAP10-4,0,3,0,0,0,0
KRTAP10-5,1,0,0,0,0,0
KRTAP10-6,16,32,9,1,23,19
KRTAP10-7,0,21,1,0,0,1
KRTAP10-8,1,0,0,0,0,0
KRTAP10-9,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,1,0
KRTAP12-1,0,0,0,1,0,1
KRTAP12-2,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0
KRTAP12-4,1,0,2,0,0,0
KRTAP13-1,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0
KRTAP13-4,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0
KRTAP16-1,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0
KRTAP19-1,8,14,12,22,29,26
KRTAP19-2,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0
KRTAP21-2,4,2,1,0,0,2
KRTAP21-3,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0
KRTAP29-1,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0
KRTAP3-2,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRTAP4-1,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0
KRTAP4-16,0,0,0,0,0,0
KRTAP4-2,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0
KRTAP5-11,0,0,0,0,0,0
KRTAP5-2,385,600,418,417,535,471
KRTAP5-3,0,0,0,0,0,0
KRTAP5-4,0,0,0,1,0,1
KRTAP5-5,4,0,2,0,0,0
KRTAP5-6,6,0,0,1,0,0
KRTAP5-7,2,0,4,0,1,2
KRTAP5-8,2,1,0,2,1,8
KRTAP5-9,7,8,2,1,0,6
KRTAP5-AS1,516,702,540,621,744,562
KRTAP6-1,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0
KRTCAP2,897,1283,1186,984,1307,1083
KRTCAP3,37,46,60,49,85,45
KRTDAP,10,8,5,10,10,8
KSR1,737,1037,926,825,727,649
KSR2,7,12,25,17,20,16
KTI12,0,0,0,0,0,0
KTN1,2670,3335,3007,3419,2217,2422
KTN1-AS1,6,20,34,18,21,14
KU-MEL-3,0,0,0,0,0,0
KXD1,1563,2268,2045,1869,2142,1732
KY,1,3,4,3,4,1
KYAT1,465,609,565,456,521,440
KYAT3,675,825,703,679,702,699
KYNU,21,34,14,16,23,19
L1CAM,49,54,69,60,66,61
L1CAM-AS1,0,0,0,2,0,0
L1TD1,0,0,0,0,1,0
L2HGDH,327,468,399,485,388,420
L3HYPDH,150,242,195,169,221,190
L3MBTL1,285,419,362,327,393,405
L3MBTL2,1037,1443,1582,1400,1316,1242
L3MBTL2-AS1,202,308,351,290,317,247
L3MBTL3,227,263,410,370,228,221
L3MBTL4,24,31,8,30,14,20
L3MBTL4-AS1,0,0,0,0,0,0
LACAT1,3,6,3,1,2,3
LACC1,216,267,207,273,210,222
LACRT,0,0,0,0,0,0
LACTB,197,252,184,207,240,213
LACTB2,148,245,223,219,213,190
LACTB2-AS1,88,134,143,94,84,127
LACTBL1,0,1,1,0,0,0
LAD1,2,4,2,0,1,3
LAG3,7,12,6,3,10,3
LAGE3,805,1298,1242,1097,1345,974
LAIR1,0,0,0,0,1,0
LAIR2,0,0,0,0,0,0
LALBA,1,1,0,0,0,0
LAMA1,148,322,379,277,281,256
LAMA2,19,8,24,16,18,16
LAMA3,426,748,1026,774,600,507
LAMA4,185,248,353,286,261,227
LAMA4-AS1,0,0,3,0,0,0
LAMA5,841,1333,1797,1410,1481,1244
LAMA5-AS1,10,26,13,7,22,9
LAMB1,447,648,898,778,551,535
LAMB2,1500,2504,2569,2080,2180,1794
LAMB2P1,10,17,34,13,33,16
LAMB3,3,23,14,22,6,17
LAMB4,0,0,0,0,1,0
LAMC1,1767,2578,3236,2831,2216,1975
LAMC1-AS1,9,5,4,6,0,2
LAMC2,22,41,28,44,32,43
LAMC3,94,119,160,133,146,150
LAMP1,1985,3029,2613,2606,2554,2221
LAMP2,1151,1506,1287,1285,978,1074
LAMP3,3,10,22,7,32,13
LAMP5,0,0,0,1,1,0
LAMP5-AS1,2,0,0,0,0,0
LAMTOR1,950,1560,1352,1083,1594,1295
LAMTOR2,550,788,751,675,671,634
LAMTOR3,704,841,709,781,724,734
LAMTOR4,921,1203,1138,911,1303,1136
LAMTOR5,951,1342,1322,1191,1298,1200
LAMTOR5-AS1,17,17,12,17,19,14
LANCL1,605,963,807,757,686,627
LANCL1-AS1,3,3,3,12,1,9
LANCL2,617,900,931,975,677,646
LANCL3,1,3,6,6,1,3
LAP3,855,1104,1229,1129,1006,875
LAPTM4A,917,1358,1180,1162,1035,1025
LAPTM4A-DT,0,0,0,0,0,0
LAPTM4B,2438,3676,3711,3224,3112,2999
LAPTM5,46,51,32,32,29,12
LARGE-AS1,0,1,1,0,0,0
LARGE1,293,482,595,561,386,326
LARGE1-AS1,5,6,0,1,0,4
LARGE2,140,239,255,203,259,233
LARP1,3736,5765,6993,6123,5325,4565
LARP1B,465,649,588,560,530,601
LARP4,1501,2105,1720,1845,1529,1392
LARP4B,2342,2974,3431,3363,2555,2385
LARP4B-DT,1,9,6,6,6,8
LARP6,500,632,564,521,455,415
LARP7,853,1138,883,1083,865,955
LARS1,3163,4238,4322,3879,3211,3487
LARS2,1538,2287,2677,2356,1724,1748
LARS2-AS1,0,3,1,2,0,0
LAS1L,2337,3287,2951,2824,2624,2792
LASP1,633,1012,1097,1011,757,680
LASTR,1,0,0,0,0,0
LAT,64,76,69,70,72,45
LAT2,78,105,131,102,88,77
LATS1,1139,1828,1453,1381,1388,1416
LATS2,213,344,362,389,360,289
LAX1,0,0,0,0,0,0
LAYN,92,168,155,118,97,118
LBH,179,228,228,238,211,242
LBHD1,795,941,842,871,962,760
LBHD2,0,0,0,0,0,0
LBP,3,1,8,2,5,6
LBR,2311,2878,3025,3110,2092,2215
LBX1,53,73,70,69,79,46
LBX1-AS1,74,74,99,112,67,86
LBX2,150,222,204,104,210,237
LBX2-AS1,178,266,226,125,263,262
LCA5,117,161,135,129,111,116
LCA5L,43,34,26,39,39,34
LCAL1,0,0,0,0,0,1
LCAT,176,290,232,164,268,220
LCDR,1,20,21,16,8,10
LCE1A,0,0,0,0,0,0
LCE1B,6,9,3,8,6,6
LCE1C,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0
LCE1E,8,25,8,18,18,14
LCE1F,0,0,0,0,0,1
LCE2A,0,0,0,0,0,0
LCE2B,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0
LCE2D,0,0,0,0,0,0
LCE3A,0,0,0,0,0,0
LCE3B,0,0,0,0,0,0
LCE3C,0,0,0,0,0,0
LCE3D,0,0,0,0,0,0
LCE3E,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0
LCE5A,0,0,0,0,6,0
LCE6A,0,0,0,0,0,0
LCE7A,0,0,0,0,0,0
LCK,7,40,25,28,16,13
LCLAT1,497,649,617,633,475,569
LCMT1,465,590,641,483,518,500
LCMT1-AS1,9,16,31,16,23,25
LCMT1-AS2,6,3,4,0,1,1
LCMT2,455,536,509,410,479,474
LCN1,0,0,0,0,0,0
LCN10,0,0,2,0,0,0
LCN12,3,6,4,1,12,7
LCN15,62,53,22,26,47,36
LCN2,1,4,0,0,0,0
LCN6,0,0,1,0,0,0
LCN8,0,2,0,0,5,4
LCN9,7,30,5,24,19,31
LCNL1,0,0,0,0,0,0
LCOR,1411,1834,1833,1992,1441,1371
LCORL,631,868,788,807,749,724
LCP1,27,26,26,23,9,20
LCP2,0,0,0,0,0,0
LCT,17,31,45,40,25,28
LCT-AS1,0,0,1,0,0,0
LCTL,223,349,198,256,245,249
LDAF1,56,92,63,68,84,72
LDAH,173,311,239,185,218,165
LDB1,2005,2845,2662,2224,2502,2175
LDB2,0,0,0,4,0,6
LDB3,3,9,15,10,16,3
LDC1P,0,0,4,0,0,0
LDHA,8086,11847,14958,11178,9423,9877
LDHAL6A,9,3,7,4,6,8
LDHAL6B,23,22,20,24,17,25
LDHB,11807,15935,16777,14139,13260,14042
LDHC,38,99,68,48,70,69
LDHD,1,9,14,0,19,3
LDLR,451,673,863,625,680,571
LDLR-AS1,14,27,44,19,30,17
LDLRAD1,5,0,4,10,1,0
LDLRAD2,49,78,89,86,82,80
LDLRAD3,203,241,272,341,251,210
LDLRAD4,66,102,124,121,63,55
LDLRAD4-AS1,0,0,0,0,1,0
LDLRAP1,363,546,503,434,576,402
LDOC1,213,296,362,217,290,229
LEAP2,49,37,28,40,32,25
LECT2,3,4,3,5,2,2
LEF1,353,481,542,526,435,403
LEF1-AS1,37,65,105,58,40,60
LEFTY1,30,45,54,33,34,20
LEFTY2,0,4,8,2,2,15
LEKR1,4,13,10,7,14,7
LELP1,0,0,0,0,0,0
LEMD1,0,0,1,0,0,0
LEMD1-AS1,0,0,1,1,0,0
LEMD1-DT,0,0,0,0,0,0
LEMD2,738,986,1188,1062,948,878
LEMD3,649,791,785,841,660,678
LENEP,0,8,0,1,1,6
LENG1,781,1216,901,881,1116,990
LENG8,4318,6029,5041,4298,6751,5494
LENG8-AS1,23,30,15,17,23,25
LENG9,266,342,296,283,368,315
LEO1,374,426,503,482,393,346
LEP,6,0,0,4,0,7
LEPR,183,337,263,236,187,259
LEPROT,277,266,306,278,286,293
LEPROTL1,319,481,391,424,390,380
LERFS,19,46,31,39,37,64
LETM1,1562,2321,2801,2319,2427,1999
LETM2,224,349,296,239,292,372
LETMD1,813,1145,979,840,1081,1163
LETR1,3,10,10,8,6,14
LEUTX,0,1,0,0,0,0
LEXM,0,0,0,0,1,0
LFNG,17,37,31,24,35,18
LGALS1,31,69,31,26,45,46
LGALS12,0,0,0,0,0,0
LGALS13,0,0,2,0,0,0
LGALS14,0,0,0,0,0,0
LGALS16,0,0,0,0,0,0
LGALS17A,0,0,0,0,0,0
LGALS2,8,6,6,20,6,21
LGALS3,77,95,91,70,81,87
LGALS3BP,53,109,105,50,102,98
LGALS4,2,4,1,0,4,8
LGALS7,0,0,0,0,2,1
LGALS7B,0,0,0,0,0,0
LGALS8,707,877,882,865,691,633
LGALS8-AS1,0,0,1,1,0,1
LGALS9,154,229,174,183,247,149
LGALS9B,0,2,0,0,0,0
LGALS9C,1,0,0,0,1,1
LGALSL,257,303,321,322,241,253
LGALSL-DT,20,34,29,32,30,32
LGI1,4,2,2,5,3,12
LGI2,51,63,98,63,48,37
LGI3,4,3,10,9,4,1
LGI4,8,11,9,2,10,9
LGMN,757,1126,1379,988,1099,977
LGR4,316,503,430,507,353,409
LGR4-AS1,0,0,1,0,0,5
LGR5,106,130,130,118,92,103
LGR6,20,27,15,13,33,24
LGSN,1,2,1,1,1,7
LHB,12,21,14,12,19,15
LHCGR,0,0,0,0,0,0
LHFPL1,0,0,0,0,0,2
LHFPL2,114,204,166,183,117,182
LHFPL3,0,2,2,0,0,0
LHFPL3-AS1,1,7,8,0,3,4
LHFPL3-AS2,20,25,8,35,28,22
LHFPL4,20,40,13,21,13,12
LHFPL5,0,0,3,0,0,4
LHFPL6,167,244,238,189,175,203
LHFPL7,0,6,0,0,0,0
LHPP,132,152,131,105,149,83
LHX1,25,37,60,61,34,23
LHX1-DT,8,14,21,31,10,21
LHX2,50,94,62,67,74,73
LHX2-AS1,16,17,24,16,6,8
LHX3,5,34,30,26,16,13
LHX4,283,534,438,434,466,418
LHX4-AS1,376,472,453,377,459,425
LHX5,0,0,5,1,0,0
LHX5-AS1,0,0,0,0,0,0
LHX6,55,68,118,114,73,56
LHX8,62,67,57,88,61,40
LHX9,4,5,17,14,16,5
LIAS,122,172,173,147,174,165
LIF,2774,4267,1967,2134,3526,2767
LIF-AS1,5,14,5,8,11,4
LIF-AS2,222,312,149,125,248,200
LIFR,227,290,255,223,189,306
LIFR-AS1,11,7,13,11,2,13
LIG1,2580,3748,3824,3364,3529,2943
LIG3,560,811,966,779,719,697
LIG4,228,356,229,211,252,269
LILRA1,0,0,0,0,0,0
LILRA2,0,0,0,0,0,0
LILRA3,0,0,0,0,0,0
LILRA4,0,0,0,1,0,0
LILRA5,0,0,1,1,0,0
LILRA6,8,9,14,20,17,12
LILRB1,0,0,0,0,1,0
LILRB2,0,0,0,1,0,0
LILRB3,20,15,14,20,10,25
LILRB4,0,0,0,0,0,0
LILRB5,2,1,1,0,1,5
LILRP2,0,0,0,0,0,0
LIM2,0,0,0,0,0,0
LIMA1,547,861,737,601,586,592
LIMCH1,97,145,171,181,125,122
LIMD1,755,1140,1128,1119,879,850
LIMD1-AS1,381,431,515,457,411,393
LIMD2,379,575,576,385,536,462
LIME1,179,273,277,223,345,253
LIMK1,406,554,641,463,529,458
LIMK2,879,1257,1137,945,1112,1105
LIMS1,643,749,788,762,734,696
LIMS1-AS1,1,0,2,2,0,2
LIMS2,26,31,43,31,49,25
LIMS3,0,1,0,1,0,1
LIMS3-LOC440895,0,0,0,0,0,0
LIMS4,0,5,5,5,7,2
LIN28A,4,8,6,5,6,15
LIN28B,898,1485,1210,1204,1106,1135
LIN28B-AS1,0,0,0,0,0,0
LIN37,949,1158,914,651,1364,1149
LIN52,868,1183,863,981,850,926
LIN54,530,734,632,582,513,579
LIN7A,111,166,132,136,135,141
LIN7B,119,138,176,91,140,110
LIN7C,328,353,302,416,247,255
LIN9,650,893,836,811,686,735
LINC-PINT,34,48,39,25,22,33
LINC-ROR,0,0,0,0,1,1
LINC00028,0,0,0,0,0,0
LINC00029,0,0,0,0,0,0
LINC00032,0,0,0,0,0,0
LINC00051,0,0,1,0,0,0
LINC00052,1,0,0,0,1,0
LINC00092,0,0,0,0,1,1
LINC00102,0,0,0,0,1,0
LINC00102_1,0,1,0,0,0,0
LINC00106,0,0,0,0,0,1
LINC00106_1,2,6,6,5,1,4
LINC00111,0,0,0,0,0,0
LINC00112,0,0,1,0,0,0
LINC00113,0,0,0,0,0,0
LINC00114,0,0,0,0,0,0
LINC00115,6,17,12,16,16,17
LINC00158,6,5,8,3,0,3
LINC00159,0,0,2,0,0,2
LINC00160,0,0,0,0,0,0
LINC00161,0,0,0,0,0,0
LINC00163,1,6,1,8,2,8
LINC00165,0,4,0,0,0,1
LINC00173,23,36,11,10,14,8
LINC00174,238,391,401,331,485,393
LINC00184,15,10,18,13,1,13
LINC00189,0,0,0,1,0,0
LINC00200,0,0,0,0,0,0
LINC00205,539,756,719,619,611,684
LINC00207,0,0,0,0,0,0
LINC00208,0,0,0,0,0,0
LINC00210,0,0,0,0,0,0
LINC00211,0,0,0,0,0,0
LINC00216,14,4,2,2,3,9
LINC00221,0,0,0,0,0,0
LINC00222,3,6,2,2,2,2
LINC00226,0,0,0,0,0,0
LINC00229,0,0,0,0,0,0
LINC00235,2,9,5,2,10,5
LINC00237,0,0,0,0,0,0
LINC00239,0,0,0,0,0,0
LINC00240,6,7,8,4,2,13
LINC00242,46,56,33,46,83,58
LINC00243,0,1,1,0,0,0
LINC00244,0,0,0,0,0,0
LINC00251,0,0,0,0,0,0
LINC00254,0,0,0,0,0,0
LINC00260,3,2,2,1,4,2
LINC00261,0,0,0,0,0,0
LINC00265,218,316,316,198,308,271
LINC00269,0,0,0,0,0,0
LINC00272,0,0,0,0,0,1
LINC00273,0,0,0,0,0,0
LINC00276,0,0,0,0,0,0
LINC00278,0,0,0,0,0,0
LINC00279,0,0,0,0,0,0
LINC00280,0,0,0,0,0,0
LINC00290,0,0,0,0,0,0
LINC00293,0,0,0,0,0,0
LINC00294,223,327,324,224,167,167
LINC00297,0,0,0,0,0,0
LINC00298,0,3,0,0,0,0
LINC00299,0,0,0,0,0,0
LINC00301,0,0,0,2,0,0
LINC00302,0,0,0,0,0,0
LINC00303,1,0,0,2,0,0
LINC00304,7,3,9,3,4,6
LINC00305,0,0,0,0,0,0
LINC00307,0,0,0,0,0,1
LINC00308,7,11,17,7,8,5
LINC00309,0,0,0,0,0,0
LINC00310,0,11,1,0,0,0
LINC00311,2,0,7,0,0,0
LINC00312,0,0,0,0,0,0
LINC00314,0,0,0,0,0,0
LINC00316,0,1,0,0,0,0
LINC00317,0,0,0,0,0,0
LINC00319,7,26,9,12,17,18
LINC00320,0,0,0,0,0,0
LINC00322,0,0,0,0,0,0
LINC00323,1,0,0,0,0,0
LINC00324,3,2,0,7,2,8
LINC00326,11,9,11,20,5,6
LINC00327,0,0,1,0,0,0
